Male,Female,Hispanic or Latino,White,Black or African American,Native Hawaiian or Pacific Islander,Asian,Native American or Alaska Native,Two or More Races,Model Output
1,0,0,0,0,0,0,0,1,47.681
0,1,0,1,0,0,0,0,0,23.659
1,0,0,0,0,0,1,0,0,77.689
1,0,0,1,0,0,0,0,0,46.151
0,1,0,0,0,1,0,0,0,32.048
1,0,0,1,0,0,0,0,0,65.905
1,0,0,1,0,0,0,0,0,56.554
1,0,0,0,1,0,0,0,0,34.887
1,0,0,1,0,0,0,0,0,54.7
1,0,0,1,0,0,0,0,0,42.749
1,0,0,0,0,0,0,0,1,37.513
0,1,0,0,1,0,0,0,0,80.105
1,0,0,1,0,0,0,0,0,56.024
1,0,0,1,0,0,0,0,0,78.042
0,1,0,0,1,0,0,0,0,48.434
1,0,0,1,0,0,0,0,0,41.322
0,1,0,0,1,0,0,0,0,46.938
0,1,0,0,1,0,0,0,0,40.844
1,0,0,1,0,0,0,0,0,13.161
0,1,0,0,0,0,1,0,0,59.584
0,1,1,0,0,0,0,0,0,58.679
0,1,0,1,0,0,0,0,0,34.351
1,0,1,0,0,0,0,0,0,69.962
1,0,0,0,1,0,0,0,0,22.19
1,0,0,0,0,0,0,0,1,37.914
0,1,0,1,0,0,0,0,0,34.733
1,0,1,0,0,0,0,0,0,67.644
1,0,1,0,0,0,0,0,0,13.183
1,0,0,0,1,0,0,0,0,53.614
0,1,0,0,1,0,0,0,0,66.692
0,1,0,0,1,0,0,0,0,83.86
1,0,1,0,0,0,0,0,0,66.934
0,1,1,0,0,0,0,0,0,39.463
0,1,0,1,0,0,0,0,0,30.701
1,0,0,0,1,0,0,0,0,49.942
0,1,0,1,0,0,0,0,0,35.738
1,0,1,0,0,0,0,0,0,56.246
0,1,0,0,1,0,0,0,0,62.785
1,0,0,1,0,0,0,0,0,49.871
0,1,1,0,0,0,0,0,0,41.121
1,0,0,1,0,0,0,0,0,31.937
1,0,1,0,0,0,0,0,0,62.89
0,1,0,1,0,0,0,0,0,94.066
0,1,1,0,0,0,0,0,0,54.061
1,0,0,0,1,0,0,0,0,54.108
1,0,0,0,1,0,0,0,0,47.885
1,0,0,1,0,0,0,0,0,47.258
1,0,0,0,1,0,0,0,0,75.5
0,1,0,1,0,0,0,0,0,35.203
0,1,0,0,1,0,0,0,0,44.457
1,0,0,1,0,0,0,0,0,35.041
1,0,0,0,0,0,1,0,0,86.52
1,0,0,1,0,0,0,0,0,35.019
0,1,1,0,0,0,0,0,0,59.938
1,0,0,0,0,0,0,0,1,31.615
0,1,0,0,0,0,1,0,0,48.006
0,1,0,1,0,0,0,0,0,36.096
0,1,0,1,0,0,0,0,0,58.544
0,1,0,0,1,0,0,0,0,69.298
1,0,1,0,0,0,0,0,0,65.188
0,1,1,0,0,0,0,0,0,6.403
0,1,1,0,0,0,0,0,0,56.154
0,1,1,0,0,0,0,0,0,57.61
0,1,1,0,0,0,0,0,0,17.792
1,0,0,1,0,0,0,0,0,55.039
1,0,0,1,0,0,0,0,0,24.453
1,0,1,0,0,0,0,0,0,26.372
0,1,0,0,1,0,0,0,0,56.384
1,0,1,0,0,0,0,0,0,23.299
1,0,1,0,0,0,0,0,0,79.727
0,1,0,0,1,0,0,0,0,54.435
0,1,0,1,0,0,0,0,0,28.397
0,1,0,1,0,0,0,0,0,71.378
0,1,0,1,0,0,0,0,0,43.265
0,1,0,1,0,0,0,0,0,75.475
1,0,0,1,0,0,0,0,0,47.59
1,0,0,0,0,0,0,0,1,9.172
0,1,1,0,0,0,0,0,0,88.789
1,0,0,0,0,0,0,0,1,58.645
0,1,1,0,0,0,0,0,0,84.385
0,1,0,1,0,0,0,0,0,89.42
0,1,0,1,0,0,0,0,0,30.964
1,0,0,0,1,0,0,0,0,6.958
0,1,0,0,1,0,0,0,0,56.005
0,1,0,0,1,0,0,0,0,62.997
0,1,0,0,1,0,0,0,0,14.991
0,1,0,1,0,0,0,0,0,39.154
0,1,0,1,0,0,0,0,0,87.723
0,1,0,1,0,0,0,0,0,75.932
1,0,0,0,1,0,0,0,0,65.375
1,0,0,1,0,0,0,0,0,47.575
1,0,1,0,0,0,0,0,0,63.281
1,0,0,0,1,0,0,0,0,49.387
0,1,1,0,0,0,0,0,0,43.932
1,0,0,0,1,0,0,0,0,35.179
1,0,0,1,0,0,0,0,0,78.416
1,0,1,0,0,0,0,0,0,34.75
0,1,0,1,0,0,0,0,0,87.17
1,0,0,1,0,0,0,0,0,20.767
1,0,0,1,0,0,0,0,0,23.271
1,0,1,0,0,0,0,0,0,66.907
1,0,1,0,0,0,0,0,0,37.9
0,1,1,0,0,0,0,0,0,71.825
1,0,1,0,0,0,0,0,0,55.9
1,0,0,0,0,0,0,0,1,60.281
1,0,0,1,0,0,0,0,0,35.177
0,1,1,0,0,0,0,0,0,40.481
1,0,0,0,1,0,0,0,0,43.826
0,1,0,1,0,0,0,0,0,0.084
1,0,1,0,0,0,0,0,0,58.791
0,1,1,0,0,0,0,0,0,77.928
0,1,0,0,0,0,0,0,1,60.604
1,0,0,1,0,0,0,0,0,82.944
1,0,0,0,1,0,0,0,0,66.357
0,1,0,1,0,0,0,0,0,53.023
0,1,0,0,1,0,0,0,0,96.549
1,0,1,0,0,0,0,0,0,60.361
1,0,0,1,0,0,0,0,0,58.411
0,1,0,0,0,0,1,0,0,29.871
0,1,0,0,1,0,0,0,0,37.487
1,0,0,1,0,0,0,0,0,44.596
1,0,0,0,0,0,0,0,1,22.133
0,1,0,0,1,0,0,0,0,68.418
0,1,1,0,0,0,0,0,0,38.119
1,0,0,0,1,0,0,0,0,36.363
0,1,0,1,0,0,0,0,0,32.595
0,1,1,0,0,0,0,0,0,47.514
1,0,1,0,0,0,0,0,0,46.76
1,0,1,0,0,0,0,0,0,57.713
1,0,0,0,0,0,1,0,0,59.787
1,0,0,1,0,0,0,0,0,63.841
0,1,0,1,0,0,0,0,0,28.546
1,0,0,1,0,0,0,0,0,95.874
0,1,1,0,0,0,0,0,0,31.895
1,0,1,0,0,0,0,0,0,72.147
0,1,0,1,0,0,0,0,0,43.999
0,1,0,1,0,0,0,0,0,16.404
1,0,0,0,0,0,1,0,0,35.0
1,0,0,1,0,0,0,0,0,79.742
0,1,1,0,0,0,0,0,0,45.056
1,0,1,0,0,0,0,0,0,72.563
0,1,0,0,0,0,0,0,1,60.437
1,0,1,0,0,0,0,0,0,61.717
0,1,0,0,0,0,1,0,0,21.175
0,1,1,0,0,0,0,0,0,14.051
0,1,1,0,0,0,0,0,0,31.722
1,0,0,1,0,0,0,0,0,57.436
0,1,0,1,0,0,0,0,0,69.948
0,1,0,0,0,0,0,0,1,34.321
1,0,1,0,0,0,0,0,0,42.484
1,0,0,1,0,0,0,0,0,53.775
0,1,1,0,0,0,0,0,0,22.655
0,1,0,1,0,0,0,0,0,34.491
0,1,1,0,0,0,0,0,0,35.362
1,0,1,0,0,0,0,0,0,79.906
1,0,1,0,0,0,0,0,0,73.545
0,1,0,1,0,0,0,0,0,65.743
1,0,1,0,0,0,0,0,0,35.244
1,0,1,0,0,0,0,0,0,77.555
1,0,1,0,0,0,0,0,0,62.607
0,1,0,0,0,0,0,0,1,55.882
0,1,0,0,0,1,0,0,0,31.707
1,0,0,1,0,0,0,0,0,33.768
0,1,0,0,0,0,0,0,1,79.221
0,1,0,0,1,0,0,0,0,19.358
1,0,1,0,0,0,0,0,0,33.039
0,1,0,0,0,0,0,0,1,40.575
1,0,0,1,0,0,0,0,0,19.95
0,1,0,1,0,0,0,0,0,40.773
0,1,0,0,0,0,0,0,1,67.424
0,1,0,1,0,0,0,0,0,62.421
0,1,0,1,0,0,0,0,0,6.957
1,0,0,1,0,0,0,0,0,20.405
0,1,1,0,0,0,0,0,0,56.007
0,1,1,0,0,0,0,0,0,53.05
1,0,0,1,0,0,0,0,0,31.572
1,0,1,0,0,0,0,0,0,64.678
0,1,1,0,0,0,0,0,0,27.71
0,1,0,1,0,0,0,0,0,34.92
1,0,0,1,0,0,0,0,0,55.742
1,0,0,0,0,0,0,0,1,39.192
1,0,1,0,0,0,0,0,0,67.032
1,0,0,0,0,0,0,0,1,46.509
0,1,1,0,0,0,0,0,0,51.379
1,0,1,0,0,0,0,0,0,69.336
1,0,1,0,0,0,0,0,0,55.257
1,0,0,1,0,0,0,0,0,33.177
1,0,0,1,0,0,0,0,0,59.945
0,1,1,0,0,0,0,0,0,62.061
0,1,0,1,0,0,0,0,0,60.636
0,1,1,0,0,0,0,0,0,68.125
0,1,1,0,0,0,0,0,0,57.249
1,0,0,0,0,0,0,0,1,34.753
0,1,1,0,0,0,0,0,0,52.125
1,0,1,0,0,0,0,0,0,69.665
1,0,0,1,0,0,0,0,0,27.851
1,0,0,1,0,0,0,0,0,47.847
1,0,0,1,0,0,0,0,0,14.364
0,1,0,1,0,0,0,0,0,6.378
0,1,1,0,0,0,0,0,0,21.286
0,1,1,0,0,0,0,0,0,93.516
1,0,0,0,1,0,0,0,0,26.83
1,0,1,0,0,0,0,0,0,70.952
0,1,0,1,0,0,0,0,0,48.711
0,1,0,1,0,0,0,0,0,30.359
0,1,1,0,0,0,0,0,0,59.231
0,1,0,1,0,0,0,0,0,52.083
1,0,0,0,0,0,1,0,0,32.329
1,0,0,0,1,0,0,0,0,30.364
1,0,0,1,0,0,0,0,0,69.416
0,1,0,0,0,0,1,0,0,40.653
1,0,0,0,1,0,0,0,0,47.374
0,1,0,0,0,0,0,0,1,39.215
1,0,0,0,1,0,0,0,0,45.797
1,0,1,0,0,0,0,0,0,52.679
1,0,0,1,0,0,0,0,0,44.391
1,0,1,0,0,0,0,0,0,51.92
1,0,0,0,1,0,0,0,0,79.336
1,0,1,0,0,0,0,0,0,52.067
0,1,0,0,0,0,0,1,0,64.682
0,1,1,0,0,0,0,0,0,43.609
0,1,0,1,0,0,0,0,0,37.963
1,0,0,1,0,0,0,0,0,38.966
1,0,0,1,0,0,0,0,0,66.309
0,1,0,0,0,0,0,0,1,78.85
0,1,0,0,0,0,0,0,1,7.634
1,0,1,0,0,0,0,0,0,39.269
0,1,1,0,0,0,0,0,0,62.384
0,1,0,0,1,0,0,0,0,33.281
0,1,0,0,0,0,0,0,1,47.366
1,0,0,1,0,0,0,0,0,10.752
1,0,0,1,0,0,0,0,0,33.282
1,0,0,1,0,0,0,0,0,66.256
1,0,0,0,0,0,0,0,1,58.749
0,1,0,0,1,0,0,0,0,57.696
1,0,1,0,0,0,0,0,0,69.303
1,0,0,0,0,0,0,0,1,73.147
0,1,0,1,0,0,0,0,0,84.663
1,0,1,0,0,0,0,0,0,61.93
1,0,1,0,0,0,0,0,0,36.677
1,0,1,0,0,0,0,0,0,62.768
0,1,0,0,0,0,0,0,1,63.609
1,0,1,0,0,0,0,0,0,33.098
0,1,0,1,0,0,0,0,0,62.483
1,0,0,0,0,1,0,0,0,77.381
0,1,1,0,0,0,0,0,0,73.971
0,1,0,0,0,0,0,0,1,38.395
1,0,1,0,0,0,0,0,0,31.289
0,1,0,1,0,0,0,0,0,54.136
0,1,0,0,1,0,0,0,0,46.855
1,0,0,1,0,0,0,0,0,54.616
1,0,1,0,0,0,0,0,0,16.146
1,0,0,1,0,0,0,0,0,57.738
0,1,0,0,1,0,0,0,0,48.839
0,1,0,0,0,0,0,0,1,61.467
1,0,0,0,1,0,0,0,0,36.248
1,0,0,1,0,0,0,0,0,22.562
1,0,0,1,0,0,0,0,0,25.019
1,0,1,0,0,0,0,0,0,67.535
1,0,1,0,0,0,0,0,0,65.13
1,0,1,0,0,0,0,0,0,59.612
1,0,1,0,0,0,0,0,0,65.792
1,0,0,0,0,0,1,0,0,33.177
1,0,0,1,0,0,0,0,0,75.044
1,0,0,0,1,0,0,0,0,26.625
1,0,0,0,1,0,0,0,0,71.054
0,1,0,1,0,0,0,0,0,23.594
1,0,0,0,1,0,0,0,0,46.344
1,0,0,1,0,0,0,0,0,40.8
1,0,1,0,0,0,0,0,0,37.786
1,0,1,0,0,0,0,0,0,79.663
0,1,0,0,1,0,0,0,0,31.388
0,1,0,1,0,0,0,0,0,44.947
0,1,1,0,0,0,0,0,0,28.672
1,0,1,0,0,0,0,0,0,57.477
1,0,0,0,0,0,1,0,0,13.525
0,1,0,1,0,0,0,0,0,71.542
0,1,0,0,1,0,0,0,0,47.932
0,1,1,0,0,0,0,0,0,3.255
0,1,1,0,0,0,0,0,0,61.191
0,1,0,0,1,0,0,0,0,56.646
1,0,0,1,0,0,0,0,0,67.497
0,1,0,1,0,0,0,0,0,29.719
0,1,1,0,0,0,0,0,0,39.992
1,0,1,0,0,0,0,0,0,52.883
1,0,0,1,0,0,0,0,0,17.838
1,0,1,0,0,0,0,0,0,59.453
1,0,0,0,1,0,0,0,0,30.191
1,0,0,0,1,0,0,0,0,34.867
1,0,0,0,1,0,0,0,0,65.226
1,0,0,1,0,0,0,0,0,79.382
1,0,0,1,0,0,0,0,0,58.636
0,1,0,0,1,0,0,0,0,42.293
0,1,1,0,0,0,0,0,0,73.016
0,1,1,0,0,0,0,0,0,27.187
1,0,0,1,0,0,0,0,0,51.643
0,1,1,0,0,0,0,0,0,74.309
0,1,1,0,0,0,0,0,0,22.251
1,0,0,1,0,0,0,0,0,46.063
0,1,0,0,1,0,0,0,0,32.614
0,1,0,1,0,0,0,0,0,53.884
1,0,0,0,1,0,0,0,0,70.477
1,0,0,1,0,0,0,0,0,35.742
1,0,0,0,0,0,1,0,0,52.795
0,1,0,0,1,0,0,0,0,49.236
0,1,0,0,1,0,0,0,0,52.17
0,1,1,0,0,0,0,0,0,28.17
0,1,0,1,0,0,0,0,0,12.376
0,1,1,0,0,0,0,0,0,12.675
1,0,0,0,1,0,0,0,0,79.289
1,0,1,0,0,0,0,0,0,66.463
1,0,1,0,0,0,0,0,0,70.85
0,1,0,1,0,0,0,0,0,76.031
1,0,0,0,1,0,0,0,0,24.619
0,1,0,1,0,0,0,0,0,86.682
1,0,1,0,0,0,0,0,0,82.329
1,0,0,0,1,0,0,0,0,44.093
0,1,0,0,0,0,0,0,1,59.714
0,1,0,0,0,0,0,0,1,67.176
0,1,0,1,0,0,0,0,0,19.959
1,0,1,0,0,0,0,0,0,93.123
0,1,0,1,0,0,0,0,0,70.382
1,0,0,1,0,0,0,0,0,43.041
1,0,0,0,1,0,0,0,0,25.348
0,1,0,1,0,0,0,0,0,49.975
0,1,0,0,1,0,0,0,0,63.319
1,0,0,1,0,0,0,0,0,46.776
1,0,0,1,0,0,0,0,0,32.667
0,1,1,0,0,0,0,0,0,46.992
0,1,1,0,0,0,0,0,0,34.539
1,0,0,1,0,0,0,0,0,23.717
1,0,0,1,0,0,0,0,0,47.806
0,1,1,0,0,0,0,0,0,43.064
0,1,1,0,0,0,0,0,0,62.567
0,1,0,1,0,0,0,0,0,53.157
0,1,0,1,0,0,0,0,0,57.216
0,1,0,1,0,0,0,0,0,57.916
0,1,1,0,0,0,0,0,0,41.504
0,1,0,1,0,0,0,0,0,64.903
1,0,0,1,0,0,0,0,0,47.558
1,0,0,0,1,0,0,0,0,66.739
1,0,1,0,0,0,0,0,0,64.138
0,1,0,1,0,0,0,0,0,42.842
1,0,0,0,1,0,0,0,0,76.718
0,1,0,0,1,0,0,0,0,22.303
0,1,0,0,0,0,0,0,1,38.675
1,0,0,1,0,0,0,0,0,39.295
0,1,0,0,1,0,0,0,0,28.064
1,0,0,1,0,0,0,0,0,27.543
0,1,1,0,0,0,0,0,0,31.169
0,1,1,0,0,0,0,0,0,80.669
1,0,0,0,0,0,1,0,0,38.607
1,0,0,1,0,0,0,0,0,67.778
1,0,0,0,1,0,0,0,0,46.064
1,0,1,0,0,0,0,0,0,76.588
1,0,0,0,1,0,0,0,0,63.837
1,0,0,0,0,0,0,0,1,85.853
1,0,1,0,0,0,0,0,0,55.924
1,0,1,0,0,0,0,0,0,65.051
1,0,0,0,0,1,0,0,0,85.703
1,0,0,0,0,0,0,0,1,40.608
1,0,0,1,0,0,0,0,0,51.836
0,1,0,0,1,0,0,0,0,62.723
1,0,1,0,0,0,0,0,0,37.632
1,0,1,0,0,0,0,0,0,61.019
0,1,0,1,0,0,0,0,0,73.535
0,1,0,1,0,0,0,0,0,81.51
1,0,0,1,0,0,0,0,0,59.966
1,0,1,0,0,0,0,0,0,55.794
0,1,0,1,0,0,0,0,0,40.829
0,1,0,1,0,0,0,0,0,31.502
0,1,0,1,0,0,0,0,0,65.197
0,1,0,1,0,0,0,0,0,27.578
0,1,1,0,0,0,0,0,0,56.418
0,1,0,0,0,1,0,0,0,45.022
0,1,0,1,0,0,0,0,0,59.668
1,0,1,0,0,0,0,0,0,20.469
1,0,1,0,0,0,0,0,0,68.221
1,0,0,0,1,0,0,0,0,69.458
0,1,1,0,0,0,0,0,0,63.819
0,1,1,0,0,0,0,0,0,72.543
0,1,0,1,0,0,0,0,0,49.627
0,1,0,1,0,0,0,0,0,39.153
1,0,0,1,0,0,0,0,0,46.889
1,0,0,1,0,0,0,0,0,75.387
1,0,0,0,1,0,0,0,0,65.96
0,1,0,1,0,0,0,0,0,40.065
1,0,0,1,0,0,0,0,0,32.624
0,1,1,0,0,0,0,0,0,45.062
1,0,1,0,0,0,0,0,0,73.155
1,0,1,0,0,0,0,0,0,55.126
1,0,0,1,0,0,0,0,0,24.721
1,0,0,0,1,0,0,0,0,38.757
1,0,1,0,0,0,0,0,0,68.224
1,0,0,0,0,0,1,0,0,65.25
1,0,0,1,0,0,0,0,0,78.296
0,1,0,0,1,0,0,0,0,26.308
1,0,0,1,0,0,0,0,0,33.282
1,0,1,0,0,0,0,0,0,73.703
1,0,1,0,0,0,0,0,0,80.745
0,1,0,1,0,0,0,0,0,47.436
0,1,0,1,0,0,0,0,0,34.497
0,1,1,0,0,0,0,0,0,47.135
0,1,0,0,1,0,0,0,0,58.885
0,1,0,1,0,0,0,0,0,46.86
1,0,1,0,0,0,0,0,0,93.468
0,1,0,1,0,0,0,0,0,75.326
1,0,0,0,0,0,0,0,1,43.875
1,0,0,1,0,0,0,0,0,38.408
1,0,1,0,0,0,0,0,0,54.059
1,0,0,1,0,0,0,0,0,65.681
1,0,0,0,0,0,0,0,1,70.356
0,1,0,0,0,0,0,0,1,71.284
1,0,0,1,0,0,0,0,0,37.768
0,1,0,0,0,1,0,0,0,37.817
0,1,0,0,1,0,0,0,0,74.435
0,1,0,1,0,0,0,0,0,39.568
0,1,0,1,0,0,0,0,0,66.281
0,1,0,1,0,0,0,0,0,51.536
0,1,0,0,1,0,0,0,0,12.277
1,0,0,1,0,0,0,0,0,59.748
0,1,1,0,0,0,0,0,0,38.04
0,1,1,0,0,0,0,0,0,68.068
0,1,0,0,1,0,0,0,0,66.446
0,1,0,1,0,0,0,0,0,46.538
1,0,0,0,1,0,0,0,0,46.24
0,1,1,0,0,0,0,0,0,73.362
0,1,1,0,0,0,0,0,0,57.548
1,0,0,0,0,0,0,0,1,46.62
1,0,0,0,1,0,0,0,0,84.423
1,0,0,0,0,0,0,0,1,33.08
1,0,0,1,0,0,0,0,0,5.866
0,1,0,0,0,0,0,0,1,68.205
1,0,1,0,0,0,0,0,0,28.326
0,1,1,0,0,0,0,0,0,58.521
0,1,0,0,0,0,0,0,1,25.482
1,0,0,1,0,0,0,0,0,67.84
0,1,0,1,0,0,0,0,0,60.292
0,1,0,1,0,0,0,0,0,47.768
1,0,0,1,0,0,0,0,0,23.594
1,0,0,0,1,0,0,0,0,36.403
1,0,0,1,0,0,0,0,0,47.093
1,0,1,0,0,0,0,0,0,72.3
1,0,0,1,0,0,0,0,0,26.068
1,0,0,1,0,0,0,0,0,65.133
0,1,0,1,0,0,0,0,0,28.36
1,0,0,0,1,0,0,0,0,53.134
0,1,1,0,0,0,0,0,0,26.425
1,0,0,0,1,0,0,0,0,71.311
0,1,0,0,0,0,0,1,0,63.127
1,0,0,0,1,0,0,0,0,51.681
1,0,1,0,0,0,0,0,0,52.474
1,0,0,1,0,0,0,0,0,43.115
0,1,0,0,0,0,1,0,0,46.917
0,1,0,1,0,0,0,0,0,55.281
0,1,1,0,0,0,0,0,0,52.365
1,0,0,0,1,0,0,0,0,93.851
0,1,0,0,1,0,0,0,0,34.677
0,1,1,0,0,0,0,0,0,56.901
1,0,1,0,0,0,0,0,0,41.146
1,0,0,1,0,0,0,0,0,29.891
0,1,0,1,0,0,0,0,0,61.431
1,0,0,1,0,0,0,0,0,37.001
1,0,1,0,0,0,0,0,0,72.165
1,0,0,1,0,0,0,0,0,29.824
0,1,0,0,0,0,1,0,0,41.838
0,1,1,0,0,0,0,0,0,46.978
1,0,0,1,0,0,0,0,0,61.581
1,0,0,0,0,0,0,1,0,84.695
1,0,1,0,0,0,0,0,0,29.496
1,0,0,1,0,0,0,0,0,54.964
1,0,0,1,0,0,0,0,0,24.441
1,0,0,1,0,0,0,0,0,39.808
1,0,0,1,0,0,0,0,0,37.82
0,1,0,0,1,0,0,0,0,60.989
1,0,1,0,0,0,0,0,0,85.694
1,0,0,1,0,0,0,0,0,32.11
1,0,0,0,1,0,0,0,0,53.516
1,0,1,0,0,0,0,0,0,54.073
0,1,0,1,0,0,0,0,0,28.596
0,1,0,1,0,0,0,0,0,20.998
0,1,1,0,0,0,0,0,0,57.911
1,0,1,0,0,0,0,0,0,51.985
0,1,1,0,0,0,0,0,0,30.549
1,0,0,1,0,0,0,0,0,27.293
0,1,1,0,0,0,0,0,0,44.894
0,1,0,1,0,0,0,0,0,47.061
1,0,1,0,0,0,0,0,0,73.822
1,0,0,0,1,0,0,0,0,31.005
1,0,0,0,0,0,1,0,0,80.381
1,0,0,0,1,0,0,0,0,55.828
1,0,1,0,0,0,0,0,0,67.964
0,1,0,1,0,0,0,0,0,38.565
0,1,1,0,0,0,0,0,0,67.318
0,1,0,1,0,0,0,0,0,73.115
0,1,0,0,0,0,0,0,1,60.112
0,1,0,1,0,0,0,0,0,46.302
1,0,0,1,0,0,0,0,0,28.157
0,1,1,0,0,0,0,0,0,45.906
1,0,0,1,0,0,0,0,0,4.517
1,0,0,1,0,0,0,0,0,73.463
1,0,0,1,0,0,0,0,0,20.656
0,1,0,0,1,0,0,0,0,82.348
1,0,0,0,1,0,0,0,0,65.241
1,0,0,1,0,0,0,0,0,58.694
1,0,1,0,0,0,0,0,0,68.805
1,0,1,0,0,0,0,0,0,49.396
0,1,0,0,1,0,0,0,0,53.901
0,1,0,1,0,0,0,0,0,69.669
0,1,0,1,0,0,0,0,0,37.503
0,1,1,0,0,0,0,0,0,81.197
1,0,0,1,0,0,0,0,0,25.792
0,1,0,0,0,0,1,0,0,26.555
0,1,0,1,0,0,0,0,0,40.367
0,1,1,0,0,0,0,0,0,34.156
1,0,1,0,0,0,0,0,0,59.949
1,0,0,1,0,0,0,0,0,49.914
1,0,1,0,0,0,0,0,0,64.632
1,0,0,0,0,0,1,0,0,49.967
0,1,0,0,0,1,0,0,0,72.837
1,0,1,0,0,0,0,0,0,35.49
0,1,1,0,0,0,0,0,0,43.297
1,0,0,0,1,0,0,0,0,41.449
1,0,0,0,0,1,0,0,0,43.713
0,1,1,0,0,0,0,0,0,47.0
1,0,0,0,1,0,0,0,0,40.712
0,1,0,1,0,0,0,0,0,55.97
1,0,0,1,0,0,0,0,0,32.92
0,1,1,0,0,0,0,0,0,49.53
1,0,1,0,0,0,0,0,0,57.068
1,0,0,0,1,0,0,0,0,74.514
0,1,0,1,0,0,0,0,0,58.899
1,0,0,1,0,0,0,0,0,22.854
1,0,0,1,0,0,0,0,0,29.126
0,1,0,1,0,0,0,0,0,28.494
1,0,1,0,0,0,0,0,0,58.197
0,1,0,1,0,0,0,0,0,53.412
1,0,0,0,1,0,0,0,0,31.285
0,1,1,0,0,0,0,0,0,66.923
0,1,0,1,0,0,0,0,0,87.534
1,0,1,0,0,0,0,0,0,77.358
0,1,0,0,1,0,0,0,0,69.622
0,1,0,1,0,0,0,0,0,32.43
1,0,0,1,0,0,0,0,0,43.785
0,1,0,0,1,0,0,0,0,24.163
0,1,0,0,0,0,0,0,1,54.092
1,0,0,1,0,0,0,0,0,30.512
1,0,1,0,0,0,0,0,0,64.119
0,1,0,0,0,0,0,1,0,85.625
1,0,0,0,1,0,0,0,0,24.078
0,1,0,1,0,0,0,0,0,41.447
1,0,0,0,0,0,0,0,1,54.046
1,0,1,0,0,0,0,0,0,59.449
0,1,0,1,0,0,0,0,0,62.711
0,1,1,0,0,0,0,0,0,57.139
0,1,1,0,0,0,0,0,0,58.943
1,0,0,1,0,0,0,0,0,47.449
1,0,1,0,0,0,0,0,0,66.316
0,1,0,0,0,0,0,0,1,41.553
1,0,1,0,0,0,0,0,0,37.955
0,1,0,1,0,0,0,0,0,54.089
1,0,1,0,0,0,0,0,0,72.186
0,1,0,0,1,0,0,0,0,35.631
0,1,0,1,0,0,0,0,0,42.797
0,1,1,0,0,0,0,0,0,68.87
1,0,1,0,0,0,0,0,0,68.347
0,1,0,0,1,0,0,0,0,56.305
0,1,0,1,0,0,0,0,0,31.223
0,1,0,0,1,0,0,0,0,73.433
1,0,1,0,0,0,0,0,0,76.054
0,1,1,0,0,0,0,0,0,49.796
1,0,1,0,0,0,0,0,0,59.016
1,0,0,0,1,0,0,0,0,3.778
0,1,0,0,1,0,0,0,0,43.496
1,0,1,0,0,0,0,0,0,59.479
1,0,1,0,0,0,0,0,0,42.274
0,1,0,1,0,0,0,0,0,54.884
0,1,1,0,0,0,0,0,0,63.233
0,1,0,0,1,0,0,0,0,61.774
1,0,0,0,1,0,0,0,0,75.597
0,1,1,0,0,0,0,0,0,30.309
0,1,0,1,0,0,0,0,0,24.447
1,0,1,0,0,0,0,0,0,68.136
1,0,1,0,0,0,0,0,0,34.282
0,1,0,1,0,0,0,0,0,37.414
0,1,0,1,0,0,0,0,0,42.829
0,1,1,0,0,0,0,0,0,86.875
0,1,1,0,0,0,0,0,0,58.278
1,0,1,0,0,0,0,0,0,61.847
1,0,0,1,0,0,0,0,0,34.064
1,0,1,0,0,0,0,0,0,25.487
1,0,0,0,1,0,0,0,0,49.924
1,0,1,0,0,0,0,0,0,44.919
1,0,0,0,0,0,0,0,1,64.14
0,1,1,0,0,0,0,0,0,47.133
1,0,1,0,0,0,0,0,0,52.436
1,0,0,1,0,0,0,0,0,28.04
1,0,0,0,1,0,0,0,0,62.968
0,1,0,0,0,0,0,0,1,19.558
0,1,1,0,0,0,0,0,0,63.648
0,1,1,0,0,0,0,0,0,47.389
0,1,0,1,0,0,0,0,0,29.028
0,1,0,0,1,0,0,0,0,23.906
1,0,0,1,0,0,0,0,0,66.634
1,0,1,0,0,0,0,0,0,54.97
1,0,0,0,1,0,0,0,0,49.958
1,0,0,0,0,0,0,0,1,67.765
1,0,0,0,1,0,0,0,0,69.315
1,0,0,1,0,0,0,0,0,29.558
1,0,0,1,0,0,0,0,0,68.097
1,0,1,0,0,0,0,0,0,51.954
0,1,0,1,0,0,0,0,0,67.943
1,0,1,0,0,0,0,0,0,72.27
1,0,1,0,0,0,0,0,0,27.442
1,0,0,1,0,0,0,0,0,56.801
0,1,0,0,0,0,0,0,1,33.353
0,1,1,0,0,0,0,0,0,26.795
0,1,0,0,1,0,0,0,0,62.416
0,1,0,1,0,0,0,0,0,12.277
0,1,0,0,0,1,0,0,0,70.515
1,0,1,0,0,0,0,0,0,86.195
1,0,0,1,0,0,0,0,0,67.292
1,0,0,0,1,0,0,0,0,36.778
0,1,0,0,1,0,0,0,0,63.667
1,0,1,0,0,0,0,0,0,57.485
1,0,0,1,0,0,0,0,0,33.345
1,0,1,0,0,0,0,0,0,63.832
1,0,0,0,1,0,0,0,0,87.067
1,0,0,1,0,0,0,0,0,36.63
1,0,0,1,0,0,0,0,0,31.496
0,1,0,1,0,0,0,0,0,32.43
0,1,0,0,0,0,0,1,0,66.662
0,1,0,1,0,0,0,0,0,88.447
